as_code,as_name,as_client,as_location,as_startdate,as_enddate,as_status,as_budgettotal,as_currency,as_notes
KU-MDY-001,KU Mingalar Mandalay,KU,Mandalay,2026-04-01,2026-12-31,1,333584920,1,Standardized BOQ template R1
